uid,kind,domain,task,service,unit,title,must_teach,qualifier,distractor_angles,difficulty,priority,status,existing_uid,gap_note,batch
aws-engine-choice-oracle-migration-mcq-17,mcq,D3,3.3,Amazon Aurora,Determining an appropriate database engine (MySQL compared with PostgreSQL),Oracle on-prem with PL/SQL and licence cost pressure; minimal downtime move,"SCT assesses and converts to Aurora PostgreSQL (closest feature set), DMS with CDC migrates; MySQL loses more Oracle features; RDS for Oracle keeps licences (fails cost goal).",least-cost,"RDS for Oracle BYOL (violates licence-cost goal); Aurora MySQL (right service, weaker Oracle compatibility); DynamoDB (wrong type); DMS only without SCT (schema not converted)",2,P1,partial,aws-dms-and-sct,"Q/A exists; engine-choice MCQ needed | overlaps aws-d4-db-engine-license-cost-mcq-23: write it from a different angle/scenario (Same stem (Oracle, licence cost, minimal change), same answer (SCT + D)",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-rds-cross-region-reads-mcq-14,mcq,D3,3.3,Amazon RDS,Configuring read replicas to meet business requirements,"RDS PostgreSQL in Sydney; Ireland users need low-latency reads, tolerating seconds of lag",Cross-Region read replica (async) with app routing reads to the replica endpoint; Multi-AZ is same-Region and unreadable; Global Database is Aurora-only; ElastiCache does not replicate DB.,least-change,"Multi-AZ deployment (serves no reads, same Region); Aurora Global Database (requires migration, violates least-change); ElastiCache in Ireland (wrong service, cache miss still crosses ocean); DynamoDB Global Tables (wrong engine)",2,P0,partial,aws-rds-cross-region-read-replica-dr,D2 Q/A is DR-framed; read-latency MCQ needed,B1 黄金五张（MCQ，跑通流程）
aws-aurora-service-card,service,D3,3.3,Amazon Aurora,service card: Amazon Aurora,Aurora: MySQL/PostgreSQL-compatible with shared storage and 15 replicas,"Use: 6 copies over 3 AZs, storage auto-grows to 128 TiB, up to 15 replicas, reader/custom endpoints, Global Database, Serverless v2, cloning, backtrack. Not for: engines other than MySQL/PostgreSQL, or when RDS features suffice at lower cost.",,,1,P0,exists,aws-aurora-vs-rds,,—
aws-dynamodb-service-card,service,D3,3.3,Amazon DynamoDB,service card: Amazon DynamoDB,DynamoDB: serverless key-value store at any scale,"Use: single-digit-ms, on-demand/provisioned, GSI/LSI, DAX, Streams, TTL, Global Tables, transactions (100 items), item 400 KB max. Not for: joins/ad hoc queries, large blobs (use S3 pointers). Keyword: 'serverless, predictable latency at scale'.",,,1,P0,partial,aws-aurora-vs-dynamodb-choice,Decision card exists; own feature-map card missing,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-elasticache-service-card,service,D3,3.3,Amazon ElastiCache,service card: Amazon ElastiCache,ElastiCache: Redis/Valkey vs Memcached in-memory cache,"Use: sub-ms reads, session store, leaderboards, pub/sub (Redis/Valkey), multi-threaded simple cache (Memcached), Serverless option. Not for: durable primary store (MemoryDB), DynamoDB-specific caching (DAX).",,,1,P1,exists,aws-elasticache-redis-vs-memcached,,—
aws-caching-strategies-layers,concept,D3,3.3,Amazon ElastiCache,Caching strategies and services (ElastiCache),"Where to cache: CloudFront, API Gateway, ElastiCache, DAX, and the strategy per layer","Layers: edge (CloudFront static/dynamic), API (API Gateway stage cache), app/db (ElastiCache Redis/Valkey/Memcached), DynamoDB-specific (DAX). Strategies: lazy loading (stale risk), write-through (write cost, cold node), TTL as the compromise. Rule: read-heavy + tolerates seconds of staleness -> cache; strongly consistent reads -> bypass.",,,2,P0,exists,aws-elasticache-lazy-loading-vs-write-through,Existing card covers strategies; the layer map is thin,—
aws-caching-tier-placement,concept,D3,3.3,ElastiCache,Caching strategies,"Where to cache in each tier to scale: edge, API, app, database","Map the cache to the bottleneck: CloudFront for static/edge, API Gateway stage cache for repeated GETs, ElastiCache (Redis/Memcached) for app data and sessions, DAX for DynamoDB reads, read replicas for SQL reads. Cache-aside (lazy) tolerates stale data; write-through never stale but churns; always set a TTL. Trap: caching cannot fix write-heavy load.",,,2,P1,partial,aws-elasticache-lazy-loading-vs-write-through,"D3 card covers lazy vs write-through; D2 angle (tier placement map, cache as scaling lever) missing | overlaps aws-caching-strategies-layers: write it from a different angle/scenario (D2, D3 and D4 all teach the same layer map (CloudFront, API Gateway st) | moved: Its content is the D3 concept; the guide's caching knowledge item is 3.3 and the",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-data-access-patterns-read-vs-write,concept,D3,3.3,-,Data access patterns (read-intensive vs write-intensive),Read-heavy vs write-heavy: which lever each pattern unlocks,"Read-intensive -> read replicas, caches (ElastiCache/DAX), reader endpoints, eventually consistent reads. Write-intensive -> bigger writer instance, Provisioned IOPS, sharding/partition-key spread, DynamoDB on-demand, queue-buffered writes, Aurora (single writer). Trap: read replicas do nothing for write throughput.",,,1,P0,partial,aws-dynamodb-gsi-vs-lsi,Index design is one write-cost example; the general read/write lever table is missing | absorbs aws-read-vs-write-intensive-pattern: Same D3 task; both list replicas/cache/DAX for reads and Provisioned IOPS/bigger,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-database-capacity-planning,concept,D3,3.3,Amazon RDS,"Database capacity planning (capacity units, instance types, Provisioned IOPS)","Sizing a database: RCU/WCU, instance class, and Provisioned IOPS","DynamoDB: 1 RCU = one 4 KB strongly consistent read/s (2 eventually consistent), 1 WCU = one 1 KB write/s. RDS/Aurora: instance class sets CPU/memory/network; storage io1/io2 gives Provisioned IOPS independent of size (gp3 baseline 3,000). Rule: IOPS-bound -> Provisioned IOPS, memory-bound -> R-class, throttled DynamoDB -> capacity or key spread.",,,2,P0,partial,aws-dynamodb-capacity-and-keys,"Existing card lacks RCU/WCU arithmetic and the RDS instance/IOPS side | overlaps aws-dynamodb-capacity-units-pattern: write it from a different angle/scenario (RCU/WCU arithmetic appears in the D3 concept, the D3 pattern, the D4 c)",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-database-replication-read-replicas,concept,D3,3.3,Amazon RDS,Database replication (read replicas),"Read replicas across RDS, Aurora, and DynamoDB: async, count, and promotion","RDS: up to 15 read replicas (5 for some engines), async, own endpoints, cross-Region allowed, promotable. Aurora: up to 15 replicas on the shared volume, one reader endpoint, ms lag, failover targets. DynamoDB: Global Tables = multi-active replication. Trap: Multi-AZ standby serves no reads.",,,1,P0,partial,aws-rds-multi-az-vs-read-replica,"D2 card contrasts with Multi-AZ; the replica limits and Aurora/DynamoDB comparison missing | absorbs aws-read-replicas-pattern: D3 pattern and D3 concept carry the same facts (RDS up to 15, cross-Region, prom",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-database-types-and-services-map,concept,D3,3.3,-,"Database types and services (serverless, relational vs non-relational, in-memory)","The database type map: relational, key-value, document, graph, time-series, in-memory","Map: relational OLTP (RDS/Aurora), key-value (DynamoDB), document (DocumentDB), graph (Neptune), wide-column (Keyspaces), time-series (Timestream), ledger (QLDB), in-memory (ElastiCache/MemoryDB), warehouse (Redshift). Serverless options: Aurora Serverless v2, DynamoDB, Redshift Serverless, Neptune Serverless.",,,1,P1,partial,aws-purpose-built-databases-selection,Existing card is the keyword map; add serverless and in-memory tiers,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-db-connections-and-proxies,concept,D3,3.3,Amazon RDS Proxy,Database connections and proxies,Connection pooling with RDS Proxy: when it is the answer and when it is not,"RDS Proxy pools connections for RDS/Aurora (MySQL, PostgreSQL, SQL Server, MariaDB), absorbs Lambda connection storms, IAM auth, faster failover. Not for DynamoDB, not for Redshift; for Aurora reads use reader endpoint/read-only proxy endpoint. Trap: raising max_connections is the wrong fix.",,,2,P1,partial,aws-rds-proxy,"live card aws-rds-proxy is primarily mapped to aws-proxy-concepts-rds-proxy; this angle still needs its own card | overlaps aws-rds-proxy-pattern: write it from a different angle/scenario (Four non-MCQ cards teach RDS Proxy (D2 concept = live, D2 pattern, D3 )",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-db-engines-hetero-vs-homo-migration,concept,D3,3.3,AWS DMS,Database engines with appropriate use cases (heterogeneous vs homogeneous migrations),Choosing the engine and the migration path: homogeneous vs heterogeneous,"Homogeneous (same engine) = native tools, snapshot restore, or DMS full load+CDC; heterogeneous (engine change) = SCT converts schema first, then DMS. Engine picks: MySQL/PostgreSQL commodity OLTP; Oracle/SQL Server for licence lock-in (BYOL/licence included); Aurora when on MySQL/PostgreSQL and needing 5x/3x throughput.",,,2,P1,partial,aws-dms-and-sct,"Existing card covers the heterogeneous path; homogeneous path and engine-choice rule missing | absorbs aws-heterogeneous-migration-pattern: The concept already contains both halves; aws-heterogeneous-migration-pattern, a | absorbs aws-homogeneous-migration-pattern: Its content (snapshot restore, replica promotion, dump, DMS CDC, no SCT) is one | absorbs aws-mysql-vs-postgresql-pattern: P2; engine-pick rule is two sentences and the migration concept already has 'MyS",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-global-infra-az-region-for-databases,concept,D3,3.3,-,"AWS global infrastructure (Availability Zones, Regions)","AZs and Regions from a database-performance angle: latency, replication, placement","Same-AZ = lowest latency; cross-AZ synchronous replication (Multi-AZ, Aurora 3-AZ volume) adds ms; cross-Region is asynchronous only (read replicas, Global Database ~1 s lag, Global Tables). Rule: reads near users = cross-Region replicas; writes = one primary Region unless DynamoDB Global Tables.",,,1,P1,partial,aws-multi-az-vs-multi-region,"Existing D2 card is resilience-framed; the latency/replication angle is missing | overlaps aws-sync-vs-async-replication: write it from a different angle/scenario (Both teach same-AZ lowest latency, cross-AZ synchronous (Multi-AZ, Aur)",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-availability-zones-pattern,pattern,D3,3.3,-,Availability Zones,Availability Zones: what they guarantee and what they cost you,"AZ = one or more data centres, isolated power/network, <2 ms links; Multi-AZ = synchronous replication and failover; cross-AZ data transfer is charged and adds latency; AZ IDs vs AZ names differ per account. Rule: spread for resilience, co-locate chatty tiers for latency/cost.",,,1,P1,partial,aws-multi-az-vs-multi-region,"Resilience angle exists; latency/cost angle missing | merged duplicate spec from D1 | absorbs aws-availability-zone-pattern: Two patterns with near-identical uids and content (isolated data centres, single",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-db-instance-types-pattern,pattern,D3,3.3,Amazon RDS,instance types (database),"RDS/Aurora instance classes: db.m, db.r, db.t, and when to scale up vs out","db.t burstable for dev, db.m general, db.r/x memory-optimised for cache-heavy OLTP, Graviton (g) variants cheaper; scaling up = brief downtime (Multi-AZ failover first); scale out = replicas for reads only. Rule: memory-bound -> db.r; predictable steady -> reserved db.m.",,,1,P1,new,,,B4.6 P1 新卡
aws-dynamodb-capacity-units-pattern,pattern,D3,3.3,Amazon DynamoDB,capacity units,DynamoDB RCU/WCU arithmetic and throttling,"1 RCU = 1 strongly consistent 4 KB read/s or 2 eventually consistent; 1 WCU = 1 KB write/s; transactional doubles; partition limit 3,000 RCU/1,000 WCU; on-demand doubles previous peak instantly; adaptive capacity. Trap: item size rounds up per 4 KB/1 KB.",,,2,P0,partial,aws-dynamodb-capacity-and-keys,Mode choice exists; the arithmetic is missing,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-in-memory-database-pattern,pattern,D3,3.3,Amazon ElastiCache,in-memory,In-memory data stores: ElastiCache vs MemoryDB vs DAX,ElastiCache = cache beside a DB (may lose data); MemoryDB = durable Redis-compatible primary store with Multi-AZ transaction log; DAX = DynamoDB-only write-through cache. Rule: microsecond reads of DynamoDB -> DAX; durable Redis primary -> MemoryDB; generic cache/session -> ElastiCache.,,,2,P1,partial,aws-dynamodb-dax,DAX vs ElastiCache exists; MemoryDB tier missing,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-provisioned-iops-pattern,pattern,D3,3.3,Amazon RDS,Provisioned IOPS,Provisioned IOPS (io1/io2) for databases vs gp3,"gp3 baseline 3,000 IOPS/125 MiB/s, up to 16,000/1,000; io1/io2 up to 64,000 (256,000 io2 Block Express), IOPS independent of size, sub-ms latency; RDS storage autoscaling. Rule: sustained >16,000 IOPS or latency-critical -> io2; else gp3.",,,2,P1,partial,aws-ebs-volume-types,EBS side exists; RDS storage-type framing missing,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-relational-vs-non-relational-pattern,pattern,D3,3.3,Amazon DynamoDB,relational compared with non-relational,"Relational vs non-relational: decide by joins, schema, and scale","Relational: joins, ACID across tables, ad hoc SQL, vertical scaling + replicas. Non-relational: known access patterns, flexible schema, horizontal scale, single-digit ms. Trap: 'needs complex joins/reporting' -> relational even if 'serverless' is mentioned.",,,1,P0,exists,aws-aurora-vs-dynamodb-choice,,—
