uid,kind,domain,topic,difficulty,fragment,position,order_in_deck,source_url,fact_checked,verified_at,checked_by,changes
ccdvf-cc-mcp-share-team-mcq-05,mcq,D3,D3 Claude Code,d3,D3.md,370,3700,https://code.claude.com/docs/en/mcp,"Scope table: local (default) ~/.claude.json under project path, not shared, current project only; project .mcp.json committed, shared via version control; user ~/.claude.json, all projects, not shared. Disable individual servers per project via /mcp toggle stored in ~/.claude.json disabledMcpServers. Precedence local > project > user.",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","none: all claims, numbers and defaults matched the source page on 2026-09-21"
ccdvf-retrieval-vs-model-fault-mcq,mcq,D4,"D4 Eval, testing & debugging",d2,D4.md,371,3710,https://www.anthropic.com/engineering/writing-tools-for-agents ; https://platform.claude.com/docs/en/build-with-claude/handling-stop-reasons ; https://www.anthropic.com/engineering/building-effective-agents,"Transcript analysis to locate failure (writing-tools-for-agents); model output faithful to input => defect upstream; sampling/effort do not change retrieved input; exam guide objective: problem origin isolation between integration layer and model output. Numbers in the stem (12/18 weeks, 2023) are scenario fiction, not facts",2026-09-21,claude-opus-5 fact-check 2026-09-21,"Rewrote three distractors: the old set (add a line to the system prompt / switch to a larger model / adjust temperature) mirrored official Sample 2's distractor pattern. New distractors are scenario-specific: hard-coding the 18-week figure in the prompt, largest model with effort max, and an LLM-graded faithfulness eval that would pass a faithful summary of a stale chunk. Correct option and qualifier FIRST unchanged; key sequence a-d, one star."
ccdvf-spend-cap-429-mcq-01,mcq,D4,"D4 Eval, testing & debugging",d2,D4.md,372,3720,https://platform.claude.com/docs/en/api/rate-limits ; https://platform.claude.com/docs/en/api/errors,"Spend cap 429: type rate_limit_error, error.details.error_code enforced_spend_limit_reached, no retry-after header, retrying incl. SDK automatic retries fails until access resumes at 00:00 UTC on the first day of next month; cap is per organization per calendar month; request higher limits via 'Request rate limit increase' on the Rate limits page; rate-limit 429 carries retry-after",2026-09-21,claude-opus-5 fact-check 2026-09-21,"No change. 00:00 UTC first day of next month, no retry-after, error_code, org-wide cap, 'Request rate limit increase' and tier move verified on api/rate-limits; single correct set under MOST appropriate confirmed."
ccdvf-stream-error-handling-mcq-01,mcq,D4,"D4 Eval, testing & debugging",d2,D4.md,373,3730,https://platform.claude.com/docs/en/build-with-claude/streaming ; https://platform.claude.com/docs/en/api/errors ; https://platform.claude.com/docs/en/cli-sdks-libraries/sdks/python,"SSE error event overloaded_error after 200 = 529 equivalent; errors page: after 200 error handling doesn't follow standard mechanisms; SDKs retry 5xx twice by default; long requests: streaming or Batches for >10 minutes, non-streaming validated against 10-minute timeout, idle connections dropped; 529 = high traffic across all users ; streaming 'Error recovery' capture-and-resume section applies to mid-stream errors",2026-09-21,claude-opus-5 fact-check 2026-09-21,"Aligned the correct option and the A: line with the streaming page's documented recovery: back off, then reissue the request or send a continuation request from the captured partial text (no longer 'discard the partial output'). Distractor WHYs (10-minute non-streaming validation, idle-connection drops, 529 = traffic across all users, status already 200) verified."
ccdvf-thinking-blocks-400-mcq-01,mcq,D4,"D4 Eval, testing & debugging",d2,D4.md,374,3740,https://platform.claude.com/docs/en/api/errors ; https://platform.claude.com/docs/en/build-with-claude/thinking-troubleshooting,"400 invalid_request_error when thinking/redacted_thinking blocks in latest assistant message were edited, reordered, filtered out, or reconstructed; message starts with position e.g. messages.1.content.0; fix: pass blocks back unchanged, include both thinking and redacted_thinking when filtering by type; models with thinking always on reject thinking.type.disabled with 400; a 400 is a request error (not retried as transient)",2026-09-21,claude-opus-5 fact-check 2026-09-21,"No change. Error position prefix 'messages.1.content.0', exact trigger list (edited, reordered, filtered out, reconstructed), verbatim-echo fix, always-on models rejecting thinking.type disabled with 400 verified on api/errors and thinking-troubleshooting."
ccdvf-refusal-observability-mcq-01,mcq,D4,"D4 Eval, testing & debugging",d3,D4.md,375,3750,https://platform.claude.com/docs/en/build-with-claude/refusals-and-fallback ; https://platform.claude.com/docs/en/build-with-claude/handling-stop-reasons,"Refusal = HTTP 200 with stop_reason refusal, content empty; stop_details {type, category, explanation}; explanation not stable (display, don't parse), category and explanation can be null; branch on stop_reason or stop_details.type; pitfalls: instrument refusals as their own signal (5xx monitoring never sees it), emit one event per refusal and one per fallback-served response; retry on a different model (same model usually refuses again); fallback via server-side fallbacks or SDK middleware; Claude Opus 5 has the classifiers",2026-09-21,claude-opus-5 fact-check 2026-09-21,"No change. Opus 5 classifiers, 200 with empty content, stop_details fields and nullability, 'display not parse' for explanation, branch on stop_reason or stop_details.type, one event per refusal and per fallback-served response, retry on a different model verified on refusals-and-fallback; choose-two stem matches two stars."
ccdvf-right-size-classifier-mcq-01,mcq,D5,D5 Model selection & optimization,d1,D5.md,376,3760,https://platform.claude.com/docs/en/about-claude/models/choosing-a-model,efficiency-first: Haiku 4.5 for high-volume straightforward tasks; evaluate and upgrade only for capability gaps,2026-09-21,factcheck-d5-2026-09-21,distractors b/c replaced (max_tokens cap and prompt plea echoed exam-guide sample items): now Batch-on-Opus-5 and effort-low-on-Opus-5 with price-based WHYs; A: updated
ccdvf-right-size-classifier-mcq-01,mcq,D5,D5 Model selection & optimization,d1,D5.md,376,3760,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,lowering max_tokens does not make the model economize,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-right-size-classifier-mcq-01,mcq,D5,D5 Model selection & optimization,d1,D5.md,376,3760,https://platform.claude.com/docs/en/about-claude/pricing,"Opus 5 $5/$25 base, batch $2.50/$12.50; Haiku 4.5 $1/$5; batch = 50% off input and output",2026-09-21,factcheck-d5-2026-09-21,new source row for replaced distractors
ccdvf-right-size-classifier-mcq-01,mcq,D5,D5 Model selection & optimization,d1,D5.md,376,3760,https://platform.claude.com/docs/en/build-with-claude/effort,"effort affects all output tokens (text, tool calls, thinking); it does not change the input price",2026-09-21,factcheck-d5-2026-09-21,new source row for replaced distractor
ccdvf-budget-tokens-400-mcq-02,mcq,D5,D5 Model selection & optimization,d1,D5.md,377,3770,https://platform.claude.com/docs/en/build-with-claude/thinking-troubleshooting,400 message thinking.type.enabled is not supported; fix is adaptive + output_config.effort,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-budget-tokens-400-mcq-02,mcq,D5,D5 Model selection & optimization,d1,D5.md,377,3770,https://platform.claude.com/docs/en/build-with-claude/extended-thinking,interleaved-thinking-2025-05-14 header ignored / no manual-mode effect on 4.7+; migration mapping,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-cache-silently-not-written-mcq-03,mcq,D5,D5 Model selection & optimization,d2,D5.md,378,3780,https://platform.claude.com/docs/en/build-with-claude/prompt-caching,"4,096-token minimum on Haiku 4.5; 512 on Opus 5; shorter prompts silently not cached; check usage fields",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-cache-silently-not-written-mcq-03,mcq,D5,D5 Model selection & optimization,d2,D5.md,378,3780,https://platform.claude.com/docs/en/about-claude/pricing,"Haiku 4.5 cache write rates $1.25 (5m) and $2 (1h) per MTok, i.e. caching is supported",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-cache-ttl-support-chat-mcq-04,mcq,D5,D5 Model selection & optimization,d2,D5.md,379,3790,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,1-hour rule: more than about 1 gap in 20 between 5 minutes and an hour and gaps over an hour rare -> 1-hour duration,2026-09-21,factcheck-d5-2026-09-21,WHY for keep-alive distractor now cites the measured result (no saving vs 1-hour on Sonnet 5/Opus 5; Fable 5.1 exception) instead of loose arithmetic
ccdvf-cache-ttl-support-chat-mcq-04,mcq,D5,D5 Model selection & optimization,d2,D5.md,379,3790,https://platform.claude.com/docs/en/build-with-claude/prompt-caching,"1h write 2x, 5m write 1.25x, read 0.1x; Sonnet 5 minimum 1,024 tokens; ttl 1h syntax",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-cache-ttl-support-chat-mcq-04,mcq,D5,D5 Model selection & optimization,d2,D5.md,379,3790,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,keep-alive (max_tokens 0 every 4 minutes) measured on Sonnet 5 and Opus 5: saved nothing over the 1-hour duration and cost more with a pause before every turn; on Fable 5.1 (0.025x reads) keep-alive cost 13-20% less than 1-hour while pauses ran minutes,2026-09-21,factcheck-d5-2026-09-21,new source row for the rewritten WHY
ccdvf-effort-change-cache-miss-mcq-05,mcq,D5,D5 Model selection & optimization,d2,D5.md,380,3800,https://platform.claude.com/docs/en/build-with-claude/thinking,"changing effort value invalidates cache breakpoints (message breakpoints always miss, tools/system may miss)",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
